voucher,vendor_id,vendor_name,invoice_num,terms_code,created_date,created_amount,event_type,event_date,event_amount,running_open_after_event,source_program,source_item_id
13710,9135801,"C.H Robinson International, Inc.",6189396304,,2023-10-12,1267.62,V,2023-10-12,1267.62,1267.62,,
13689,1516501,"Lavelle Industries, Inc.",314750,N30,2023-10-13,426.25,V,2023-10-13,426.25,426.25,,
13691,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230045,N90,2023-10-13,48466.00,V,2023-10-13,48466.00,48466.00,,
13699,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20230816,N45,2023-10-13,54339.68,V,2023-10-13,54339.68,54339.68,,
13699,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20230816,N45,2023-10-13,54339.68,P,2023-10-20,-54339.68,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[e45372e5-97e0-4d88-8095-21bfe31ea6d1] aptrxp.DT=[2023-10-20 12:03:37.340]
13713,9707001,Piedmont Community Healthcare HMO Inc.,4145,,2023-10-13,6854.98,V,2023-10-13,6854.98,6854.98,,
13714,9707001,Piedmont Community Healthcare HMO Inc.,4501,,2023-10-13,3319.97,V,2023-10-13,3319.97,3319.97,,
13739,9188101,Dodson Brothers Ext. Co.,1-057301-1025 23,,2023-10-13,41.00,V,2023-10-13,41.00,41.00,,
13739,9188101,Dodson Brothers Ext. Co.,1-057301-1025 23,,2023-10-13,41.00,P,2023-11-07,-41.00,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[40a3532d-4968-4b83-b1e3-1eb26f334d04] aptrxp.DT=[2023-11-07 14:56:12.373]
13694,9881301,UPS,00001533W5413,,2023-10-14,68.44,V,2023-10-14,68.44,68.44,,
13694,9881301,UPS,00001533W5413,,2023-10-14,68.44,P,2023-11-02,-68.44,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[9c27ba27-504d-46e9-bd70-11c96503c4bd] aptrxp.DT=[2023-11-02 09:47:11.863]
13690,9549703,The Mid-State Group,1224,,2023-10-15,993.75,V,2023-10-15,993.75,993.75,,
13690,9549703,The Mid-State Group,1224,,2023-10-15,993.75,P,2023-10-20,-993.75,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[34ba1a89-62a1-4dd6-87c5-9816e17e4d48] aptrxp.DT=[2023-10-20 12:28:08.717]
13824,1135801,"Chenpang Power Enterprise Co., Ltd. (CPEC)",V23091503-1,,2023-10-15,150.00,V,2023-10-15,150.00,150.00,,
13692,9342902,John Hancock USA - 401K,401K 2023-10-18,,2023-10-16,2248.02,V,2023-10-16,2248.02,2248.02,,
13695,1897801,Vatsalya Metal Industries,EXP-151,N60,2023-10-16,19172.42,V,2023-10-16,19172.42,19172.42,,
13696,9881302,US Customs and Border Protection,60153298-2,,2023-10-16,138.08,V,2023-10-16,138.08,138.08,,
13697,9276701,FedEx,8-287-77671,,2023-10-17,37.73,V,2023-10-17,37.73,37.73,,
13697,9276701,FedEx,8-287-77671,,2023-10-17,37.73,P,2023-11-02,-37.73,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[678b96d7-ace2-45c9-85c9-958a0e225389] aptrxp.DT=[2023-11-07 09:33:59.207]
13700,9881302,US Customs and Border Protection,53242850CK,,2023-10-17,7431.79,V,2023-10-17,7431.79,7431.79,,
13700,9881302,US Customs and Border Protection,53242850CK,,2023-10-17,7431.79,P,2023-10-25,-7431.79,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[6d80fc0e-314f-4c18-b146-0dbef68726cb] aptrxp.DT=[2023-10-25 10:00:17.640]
13701,9881302,US Customs and Border Protection,1423264063,,2023-10-17,37191.43,V,2023-10-17,37191.43,37191.43,,
13702,9881302,US Customs and Border Protection,142427604P,,2023-10-17,2231.63,V,2023-10-17,2231.63,2231.63,,
13702,9881302,US Customs and Border Protection,142427604P,,2023-10-17,2231.63,P,2023-10-25,-2231.63,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[535cc0cf-5a97-481b-a4d8-04734b8903df] aptrxp.DT=[2023-10-25 10:00:17.640]
13703,9881302,US Customs and Border Protection,142428405R,,2023-10-17,2392.19,V,2023-10-17,2392.19,2392.19,,
13703,9881302,US Customs and Border Protection,142428405R,,2023-10-17,2392.19,P,2023-10-25,-2392.19,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[efae4ee3-805c-4e78-ae0c-24377313a0b9] aptrxp.DT=[2023-10-25 10:00:17.640]
13704,9881302,US Customs and Border Protection,46232630F6,,2023-10-17,318.25,V,2023-10-17,318.25,318.25,,
13704,9881302,US Customs and Border Protection,46232630F6,,2023-10-17,318.25,P,2023-10-24,-318.25,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[01838edc-2a20-4ed9-b98f-9f111af32395] aptrxp.DT=[2023-10-25 10:00:17.640]
13705,9881302,US Customs and Border Protection,46242850H4,,2023-10-17,292.90,V,2023-10-17,292.90,292.90,,
13706,9881302,US Customs and Border Protection,47242770CX,,2023-10-17,54.81,V,2023-10-17,54.81,54.81,,
13706,9881302,US Customs and Border Protection,47242770CX,,2023-10-17,54.81,P,2023-10-25,-54.81,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[c6685fe8-eec8-4a91-9e6a-224d0d069e2d] aptrxp.DT=[2023-10-25 10:00:17.640]
13707,9881302,US Customs and Border Protection,17232580GX,,2023-10-17,150.24,V,2023-10-17,150.24,150.24,,
13711,1131301,"Thomas A. Caserta, Inc.",38305,N30,2023-10-18,495.00,V,2023-10-18,495.00,495.00,,
13733,9276703,FedEx Freight,7435211895,,2023-10-18,483.94,V,2023-10-18,483.94,483.94,,
13733,9276703,FedEx Freight,7435211895,,2023-10-18,483.94,P,2023-11-21,-483.94,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[8e247c3d-fd67-4e2a-957b-9793ab75ee76] aptrxp.DT=[2023-11-22 11:46:32.360]
13716,9135801,"C.H Robinson International, Inc.",6189716541,,2023-10-19,1626.17,V,2023-10-19,1626.17,1626.17,,
13717,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230049,N90,2023-10-20,178904.69,V,2023-10-20,178904.69,178904.69,,
13719,1897801,Vatsalya Metal Industries,EXP-186,N30,2023-10-20,605.64,V,2023-10-20,605.64,605.64,,
13720,9881301,UPS,00001533W5423,,2023-10-21,72.18,V,2023-10-21,72.18,72.18,,
13718,9342902,John Hancock USA - 401K,401K 2023-10-25,,2023-10-23,2225.25,V,2023-10-23,2225.25,2225.25,,
13721,1897801,Vatsalya Metal Industries,EXP-187,N30,2023-10-23,1000.00,V,2023-10-23,1000.00,1000.00,,
13722,1966001,"XTO, Inc.",536350,N30,2023-10-23,700.00,V,2023-10-23,700.00,700.00,,
13723,1338401,H.A. King Ltd.,65451,N30,2023-10-23,445.50,V,2023-10-23,445.50,445.50,,
13723,1338401,H.A. King Ltd.,65451,N30,2023-10-23,445.50,P,2023-11-13,-445.50,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[383717ea-0b67-4220-b39a-999d7659b605] aptrxp.DT=[2023-11-13 13:56:15.613]
13724,1131301,"Thomas A. Caserta, Inc.",38313,N30,2023-10-23,528.00,V,2023-10-23,528.00,528.00,,
13724,1131301,"Thomas A. Caserta, Inc.",38313,N30,2023-10-23,528.00,P,2023-11-13,-528.00,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[4e96fe1f-7c66-4372-944d-9a27b3a7fe47] aptrxp.DT=[2023-11-13 13:56:15.543]
13725,9437401,Its Water Time LLC,35476856,,2023-10-23,29.48,V,2023-10-23,29.48,29.48,,
13726,1760802,"RubberMill, Inc.",1145273,N30,2023-10-23,256.00,V,2023-10-23,256.00,256.00,,
13727,9292501,"Freedom Global Development Co.,LTD",FD23100022,,2023-10-23,2750.00,V,2023-10-23,2750.00,2750.00,,
13737,9237301,Employee Benefits Service (EBS),132433,,2023-10-23,251.13,V,2023-10-23,251.13,251.13,,
13737,9237301,Employee Benefits Service (EBS),132433,,2023-10-23,251.13,P,2023-10-31,-251.13,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[86b2b636-00df-4732-a2e9-174c45d8d78f] aptrxp.DT=[2023-10-31 06:14:37.867]
13728,1049001,"APR Asia Co., Ltd.",632227,,2023-10-24,30000.00,V,2023-10-24,30000.00,30000.00,,
13729,9276701,FedEx,8-295-45757,,2023-10-24,20.00,V,2023-10-24,20.00,20.00,,
13730,1075101,Badger Rubber Company,78870,N30,2023-10-24,1770.00,V,2023-10-24,1770.00,1770.00,,
13731,9135801,"C.H Robinson International, Inc.",6190038085,,2023-10-25,2543.82,V,2023-10-25,2543.82,2543.82,,
13732,9276701,FedEx,2-209-42529,,2023-10-25,945.77,V,2023-10-25,945.77,945.77,,
13745,1810801,"Star Rubber & Plastics Co., Ltd",CAR - 194,,2023-10-25,-500.00,V,2023-10-25,-500.00,-500.00,,
13745,1810801,"Star Rubber & Plastics Co., Ltd",CAR - 194,,2023-10-25,-500.00,P,2023-11-07,-500.00,-1000.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[556d785b-d6e9-4106-987c-9f7680f760db] aptrxp.DT=[2023-11-07 12:07:57.620]
13734,9544201,Mai Tuo Singapore PTE LTD,MT2309027,,2023-10-26,2490.00,V,2023-10-26,2490.00,2490.00,,
13756,9143103,City of Lynchburg - Personal Property Tax,Dec 2023 PPT,,2023-10-26,262.49,V,2023-10-26,262.49,262.49,,
13757,9143103,City of Lynchburg - Personal Property Tax,Dec. 2023 PPT,,2023-10-26,524.97,V,2023-10-26,524.97,524.97,,
13757,9143103,City of Lynchburg - Personal Property Tax,Dec. 2023 PPT,,2023-10-26,524.97,P,2023-12-07,-524.97,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[37255f86-9ca5-486d-860d-11a902501149] aptrxp.DT=[2023-12-07 09:48:24.650]
13741,9881301,UPS,00001533W5433,,2023-10-28,193.42,V,2023-10-28,193.42,193.42,,
13735,9190901,Michelle Dougan,589367,,2023-10-30,900.00,V,2023-10-30,900.00,900.00,,
13736,9342902,John Hancock USA - 401K,401K 2023-11-01,,2023-10-30,2225.25,V,2023-10-30,2225.25,2225.25,,
13738,1516501,"Lavelle Industries, Inc.",316474,N30,2023-10-30,450.40,V,2023-10-30,450.40,450.40,,
13742,9544501,Mallory Alexander International Logistics,MAL01451673,,2023-10-30,5001.00,V,2023-10-30,5001.00,5001.00,,
13743,9276701,FedEx,8-302-62261,,2023-10-31,58.28,V,2023-10-31,58.28,58.28,,
13744,9276701,FedEx,2-211-40757,,2023-10-31,42.00,V,2023-10-31,42.00,42.00,,
13744,9276701,FedEx,2-211-40757,,2023-10-31,42.00,P,2023-11-17,-42.00,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[2b492bb6-7673-4a3a-a4e3-1cd12b323416] aptrxp.DT=[2023-11-17 14:04:38.660]
13747,1850001,"Anhui TongFeng Electronics Co., Ltd.",TF-231020/FD,N80,2023-10-31,153.46,V,2023-10-31,153.46,153.46,,
13778,9880701,"Underwriters Lab., Inc.",72041108407,,2023-10-31,615.25,V,2023-10-31,615.25,615.25,,
13746,9437401,Its Water Time LLC,35476936,,2023-11-01,18.95,V,2023-11-01,18.95,18.95,,
13748,9806501,Spencer Paxton,11012023,,2023-11-01,90.00,V,2023-11-01,90.00,90.00,,
13748,9806501,Spencer Paxton,11012023,,2023-11-01,90.00,P,2023-11-02,-90.00,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[2d1dea5c-fef4-4262-a390-adc00e10b093] aptrxp.DT=[2023-11-02 11:17:54.563]
13759,9282501,Financial Designs Business Advisors,20973,,2023-11-01,1250.00,V,2023-11-01,1250.00,1250.00,,
13759,9282501,Financial Designs Business Advisors,20973,,2023-11-01,1250.00,P,2023-12-01,-1250.00,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[1b6a0f3e-3314-43c6-81bb-0d575b7f55b9] aptrxp.DT=[2023-12-01 14:37:32.603]
13760,9276703,FedEx Freight,7434995890,,2023-11-01,273.15,V,2023-11-01,273.15,273.15,,
13761,9436201,ITG - Integrated Technology Group,30704,,2023-11-01,4766.54,V,2023-11-01,4766.54,4766.54,,
13834,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",CAR - 193,,2023-11-01,-1281.83,V,2023-11-01,-1281.83,-1281.83,,
13835,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",CAR - 193 (2),,2023-11-01,-641.04,V,2023-11-01,-641.04,-641.04,,
13836,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",CAR - 193 (3),,2023-11-01,-604.62,V,2023-11-01,-604.62,-604.62,,
13837,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",CAR - 193 (4),,2023-11-01,-456.78,V,2023-11-01,-456.78,-456.78,,
13838,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",CAR - 193 (5),,2023-11-01,-75.00,V,2023-11-01,-75.00,-75.00,,
13845,9043801,Anthem Blue Cross Blue Shield,0202311503410,,2023-11-01,812.07,V,2023-11-01,812.07,812.07,,
13845,9043801,Anthem Blue Cross Blue Shield,0202311503410,,2023-11-01,812.07,P,2023-11-30,-812.07,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[d842582b-eddc-4f58-a0a7-aac826fe3ae9] aptrxp.DT=[2023-11-30 06:51:50.817]
13749,1049001,"APR Asia Co., Ltd.",09102023,N45,2023-11-02,100311.24,V,2023-11-02,100311.24,100311.24,,
13749,1049001,"APR Asia Co., Ltd.",09102023,N45,2023-11-02,100311.24,P,2023-11-13,-9900.00,90411.24,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[16eb3b85-254a-438c-92de-1a1d3b4c9bea] aptrxp.DT=[2023-11-13 11:53:41.370]
13749,1049001,"APR Asia Co., Ltd.",09102023,N45,2023-11-02,100311.24,P,2023-11-13,-3683.20,86728.04,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[d92c5e6f-7d2b-4d95-b799-a9d98d0de9dc] aptrxp.DT=[2023-11-13 11:53:41.200]
13749,1049001,"APR Asia Co., Ltd.",09102023,N45,2023-11-02,100311.24,P,2023-11-13,-282.06,86445.98,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[46e5d448-07e0-4fe9-9369-1916f5bd517a] aptrxp.DT=[2023-11-13 11:53:41.333]
13749,1049001,"APR Asia Co., Ltd.",09102023,N45,2023-11-02,100311.24,P,2023-11-13,-54165.30,32280.68,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[503d7005-e12e-4284-aa30-98198a2817c2] aptrxp.DT=[2023-11-13 11:55:14.027]
13751,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230051,N90,2023-11-02,50812.48,V,2023-11-02,50812.48,50812.48,,
13753,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20230922,N45,2023-11-02,48102.28,V,2023-11-02,48102.28,48102.28,,
13754,1850001,"Anhui TongFeng Electronics Co., Ltd.",TF-230821/39,N80,2023-11-02,3333.67,V,2023-11-02,3333.67,3333.67,,
13755,1171101,"Daehun, Inc.",DH231101-5,N60,2023-11-03,290.40,V,2023-11-03,290.40,290.40,,
13762,9517701,Sharp Electronics Corporation,9004578118,,2023-11-03,71.90,V,2023-11-03,71.90,71.90,,
13763,9881301,UPS,00001533W5443,,2023-11-04,55.52,V,2023-11-04,55.52,55.52,,
13752,9342902,John Hancock USA - 401K,401K 2023-11-08,,2023-11-06,2274.49,V,2023-11-06,2274.49,2274.49,,
13752,9342902,John Hancock USA - 401K,401K 2023-11-08,,2023-11-06,2274.49,P,2023-11-06,-2274.49,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[6010d55c-ada0-49bb-acec-1f9b8070e8fc] aptrxp.DT=[2023-11-06 15:47:41.020]
13764,9437401,Its Water Time LLC,35477043,,2023-11-06,44.23,V,2023-11-06,44.23,44.23,,
13768,9545901,Marathon Petroleum Co. / WEX BANK,93038914,,2023-11-06,249.23,V,2023-11-06,249.23,249.23,,
13768,9545901,Marathon Petroleum Co. / WEX BANK,93038914,,2023-11-06,249.23,P,2023-11-30,-249.23,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[52435545-e87a-4594-8bb7-9be809ef1da9] aptrxp.DT=[2023-12-04 11:14:04.013]
13775,9353001,HealthEquity,3334mtr,,2023-11-06,23.70,V,2023-11-06,23.70,23.70,,
13775,9353001,HealthEquity,3334mtr,,2023-11-06,23.70,P,2023-11-13,-23.70,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[8908363f-4c60-4968-8e82-0e3da899f5ea] aptrxp.DT=[2023-11-13 08:39:11.343]
13766,1966001,"XTO, Inc.",536629,N30,2023-11-07,675.00,V,2023-11-07,675.00,675.00,,
13767,9276701,FedEx,8-309-86926,,2023-11-07,50.02,V,2023-11-07,50.02,50.02,,
13767,9276701,FedEx,8-309-86926,,2023-11-07,50.02,P,2023-11-27,-50.02,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[617efbaa-b169-4f07-87fe-0598e248bf1e] aptrxp.DT=[2023-11-27 15:49:17.643]
13769,9135801,"C.H Robinson International, Inc.",6190807810,,2023-11-07,1139.50,V,2023-11-07,1139.50,1139.50,,
13770,9135801,"C.H Robinson International, Inc.",6190808856,,2023-11-07,301.00,V,2023-11-07,301.00,301.00,,
13770,9135801,"C.H Robinson International, Inc.",6190808856,,2023-11-07,301.00,P,2023-12-01,-301.00,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[9449a855-9175-4a78-8407-03d0e37c34e3] aptrxp.DT=[2023-12-01 12:58:55.660]
13771,9135801,"C.H Robinson International, Inc.",6190812082,,2023-11-07,2370.10,V,2023-11-07,2370.10,2370.10,,
13765,9500601,"First Choice Shredding, Inc",28549,,2023-11-08,40.00,V,2023-11-08,40.00,40.00,,
13765,9500601,"First Choice Shredding, Inc",28549,,2023-11-08,40.00,P,2023-11-13,-40.00,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[314cc98b-c5eb-40b4-9243-9b824a259990] aptrxp.DT=[2023-11-13 13:56:15.917]
13772,9276701,FedEx,2-213-83161,,2023-11-08,256.11,V,2023-11-08,256.11,256.11,,
13773,1338401,H.A. King Ltd.,L-65521,N30,2023-11-08,248.75,V,2023-11-08,248.75,248.75,,
13773,1338401,H.A. King Ltd.,L-65521,N30,2023-11-08,248.75,P,2023-12-01,-248.75,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[5b1f66f1-03db-4456-b73f-195b9fa31429] aptrxp.DT=[2023-12-01 14:37:31.680]
13774,1005602,Accurate Products,805605,N30,2023-11-08,230.00,V,2023-11-08,230.00,230.00,,
13774,1005602,Accurate Products,805605,N30,2023-11-08,230.00,P,2023-12-01,-230.00,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[98a0c3de-2972-4458-ae95-9fdbaf9614a1] aptrxp.DT=[2023-12-01 12:55:25.710]
13805,9307402,Gentry Locke,320860//018,,2023-11-08,3080.00,V,2023-11-08,3080.00,3080.00,,
13805,9307402,Gentry Locke,320860//018,,2023-11-08,3080.00,P,2023-12-01,-3080.00,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[6866aa51-36e1-4bbb-aa1d-b198b7d90b28] aptrxp.DT=[2023-12-01 14:37:32.670]
13779,1966001,"XTO, Inc.",536659,N30,2023-11-09,252.00,V,2023-11-09,252.00,252.00,,
13780,1005602,Accurate Products,805633,N30,2023-11-09,716.80,V,2023-11-09,716.80,716.80,,
13781,1780701,Seneca Rubber Technologies,07763604,N30,2023-11-09,559.60,V,2023-11-09,559.60,559.60,,
13782,9135801,"C.H Robinson International, Inc.",6191141977,,2023-11-10,65.00,V,2023-11-10,65.00,65.00,,
13783,1005602,Accurate Products,805794,N30,2023-11-10,390.00,V,2023-11-10,390.00,390.00,,
13783,1005602,Accurate Products,805794,N30,2023-11-10,390.00,P,2023-12-01,-390.00,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[62a46402-a677-4d21-8685-1baee3f177c0] aptrxp.DT=[2023-12-01 12:55:25.710]
13815,9719501,"Pro QC International North America, Inc.",133076,,2023-11-10,299.00,V,2023-11-10,299.00,299.00,,
13816,9188101,Dodson Brothers Ext. Co.,1-057301-1125 23,,2023-11-10,41.00,V,2023-11-10,41.00,41.00,,
13784,9881301,UPS,00001533W5453,,2023-11-11,218.79,V,2023-11-11,218.79,218.79,,
13784,9881301,UPS,00001533W5453,,2023-11-11,218.79,P,2023-11-29,-218.79,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[19f0e73b-8297-443c-9a3c-9ea126d35940] aptrxp.DT=[2023-11-30 09:04:50.263]
13776,9486503,Ronald Kelleher,LOAN-2023-11,,2023-11-13,931.00,V,2023-11-13,931.00,931.00,,
13777,9342902,John Hancock USA - 401K,401K 2023-11-15,,2023-11-13,2296.77,V,2023-11-13,2296.77,2296.77,,
13777,9342902,John Hancock USA - 401K,401K 2023-11-15,,2023-11-13,2296.77,P,2023-11-14,-2296.77,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[667806fa-6f56-4476-844f-20820c2b2d2a] aptrxp.DT=[2023-11-14 08:01:30.253]
13785,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20231108,N45,2023-11-13,322.83,V,2023-11-13,322.83,322.83,,
13786,9276701,FedEx,8-316-82484,,2023-11-14,20.00,V,2023-11-14,20.00,20.00,,
13787,1338401,H.A. King Ltd.,L-65541,N30,2023-11-14,444.60,V,2023-11-14,444.60,444.60,,
13788,1897801,Vatsalya Metal Industries,EXP-162,N60,2023-11-14,44513.08,V,2023-11-14,44513.08,44513.08,,
13811,9707001,Piedmont Community Healthcare HMO Inc.,4613,,2023-11-14,7428.62,V,2023-11-14,7428.62,7428.62,,
13811,9707001,Piedmont Community Healthcare HMO Inc.,4613,,2023-11-14,7428.62,P,2023-11-30,-7428.62,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[24ebd94e-3718-4c5b-a128-0b748f80673d] aptrxp.DT=[2023-11-30 07:45:23.537]
13812,9707001,Piedmont Community Healthcare HMO Inc.,4960,,2023-11-14,3319.97,V,2023-11-14,3319.97,3319.97,,
13812,9707001,Piedmont Community Healthcare HMO Inc.,4960,,2023-11-14,3319.97,P,2023-11-30,-3319.97,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[1805a84b-ce54-4233-ae31-0e159a4c838c] aptrxp.DT=[2023-11-30 07:45:23.537]
13789,9276701,FedEx,2-216-07910,,2023-11-15,513.04,V,2023-11-15,513.04,513.04,,
13789,9276701,FedEx,2-216-07910,,2023-11-15,513.04,P,2023-12-04,-513.04,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[94411aab-b2fc-4bed-9756-0cbb4a4e65c7] aptrxp.DT=[2023-12-04 11:35:17.507]
13790,9549703,The Mid-State Group,1246,,2023-11-15,993.75,V,2023-11-15,993.75,993.75,,
13791,1049001,"APR Asia Co., Ltd.",632236,N45,2023-11-15,2880.00,V,2023-11-15,2880.00,2880.00,,
13792,1075101,Badger Rubber Company,78949,N30,2023-11-15,1660.00,V,2023-11-15,1660.00,1660.00,,
13793,1005602,Accurate Products,806169,N30,2023-11-15,207.00,V,2023-11-15,207.00,207.00,,
13801,9276703,FedEx Freight,7435214824,,2023-11-15,217.96,V,2023-11-15,217.96,217.96,,
13802,9276703,FedEx Freight,7435004102,,2023-11-15,156.52,V,2023-11-15,156.52,156.52,,
13794,9881302,US Customs and Border Protection,142428904H,,2023-11-16,17997.12,V,2023-11-16,17997.12,17997.12,,
13794,9881302,US Customs and Border Protection,142428904H,,2023-11-16,17997.12,P,2023-11-24,-17997.12,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[cb0d8ecb-3bdc-4af1-9fbb-a2978a2fa998] aptrxp.DT=[2023-11-29 15:01:17.827]
13795,9881302,US Customs and Border Protection,1424299056,,2023-11-16,31504.17,V,2023-11-16,31504.17,31504.17,,
13796,9881302,US Customs and Border Protection,142431305I,,2023-11-16,2260.74,V,2023-11-16,2260.74,2260.74,,
13796,9881302,US Customs and Border Protection,142431305I,,2023-11-16,2260.74,P,2023-11-24,-2260.74,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[40c174b5-420b-4294-b500-91def8e8d382] aptrxp.DT=[2023-11-29 15:01:17.827]
13797,9881302,US Customs and Border Protection,142431704F,,2023-11-16,29319.49,V,2023-11-16,29319.49,29319.49,,
13798,9881302,US Customs and Border Protection,53242920F3,,2023-11-16,9688.59,V,2023-11-16,9688.59,9688.59,,
13799,9881302,US Customs and Border Protection,53243120BZ,,2023-11-16,8576.50,V,2023-11-16,8576.50,8576.50,,
13799,9881302,US Customs and Border Protection,53243120BZ,,2023-11-16,8576.50,P,2023-11-29,-8576.50,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[16307679-e099-499f-bfce-2009a123f98b] aptrxp.DT=[2023-11-29 15:01:17.827]
13800,9881302,US Customs and Border Protection,46242920IK,,2023-11-16,90.38,V,2023-11-16,90.38,90.38,,
13803,9648701,Old Dominion Freight,38002785079,,2023-11-16,213.57,V,2023-11-16,213.57,213.57,,
13803,9648701,Old Dominion Freight,38002785079,,2023-11-16,213.57,P,2023-12-15,-213.57,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[60d312a7-5003-4e11-837b-17dd276d2958] aptrxp.DT=[2023-12-15 12:29:11.640]
13813,9237301,Employee Benefits Service (EBS),132773,,2023-11-16,64.81,V,2023-11-16,64.81,64.81,,
13813,9237301,Employee Benefits Service (EBS),132773,,2023-11-16,64.81,P,2023-11-21,-64.81,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[951591c2-5348-4c41-86f7-08fb0d772bec] aptrxp.DT=[2023-11-21 11:45:19.007]
13843,9881302,US Customs and Border Protection,53242930T2,,2023-11-16,3603.86,V,2023-11-16,3603.86,3603.86,,
13806,1049001,"APR Asia Co., Ltd.",632237,N45,2023-11-17,1913.60,V,2023-11-17,1913.60,1913.60,,
13807,9135801,"C.H Robinson International, Inc.",6191425986,,2023-11-17,2883.56,V,2023-11-17,2883.56,2883.56,,
13808,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230058-TOOL,N90,2023-11-17,900.00,V,2023-11-17,900.00,900.00,,
13809,1049001,"APR Asia Co., Ltd.",632249-TOOL,N45,2023-11-17,455.00,V,2023-11-17,455.00,455.00,,
13814,9881301,UPS,00001533W5463,,2023-11-18,74.12,V,2023-11-18,74.12,74.12,,
13814,9881301,UPS,00001533W5463,,2023-11-18,74.12,P,2023-12-06,-74.12,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[a9bcb91c-0a27-404e-9413-ae0a08b145de] aptrxp.DT=[2023-12-07 09:52:12.800]
13826,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20230920,N45,2023-11-18,52897.56,V,2023-11-18,52897.56,52897.56,,
13804,9342902,John Hancock USA - 401K,401K 2023-11-22,,2023-11-20,2194.47,V,2023-11-20,2194.47,2194.47,,
13817,1488202,Kennwu Manufacturing Sdn. Bhd.,2010039,N45,2023-11-20,12037.09,V,2023-11-20,12037.09,12037.09,,
13850,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20231203,N45,2023-11-20,3100.00,V,2023-11-20,3100.00,3100.00,,
