voucher,vendor_id,vendor_name,invoice_num,terms_code,created_date,created_amount,event_type,event_date,event_amount,running_open_after_event,source_program,source_item_id
13885,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20231113,N45,2023-11-20,484.24,V,2023-11-20,484.24,484.24,,
13818,9276701,FedEx,8-324-49251,,2023-11-21,133.51,V,2023-11-21,133.51,133.51,,
13819,9276701,FedEx,2-218-09019,,2023-11-21,92.20,V,2023-11-21,92.20,92.20,,
13819,9276701,FedEx,2-218-09019,,2023-11-21,92.20,P,2023-12-07,-92.20,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[9764ac35-29f3-4717-90a6-a55f65e565e4] aptrxp.DT=[2023-12-08 10:27:04.167]
13821,1049001,"APR Asia Co., Ltd.",09242023,N45,2023-11-21,71035.65,V,2023-11-21,71035.65,71035.65,,
13821,1049001,"APR Asia Co., Ltd.",09242023,N45,2023-11-21,71035.65,P,2023-12-01,-599.99,70435.66,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[85867792-dc12-4b27-8e8f-ad2624b171c9] aptrxp.DT=[2023-12-01 12:20:31.783]
13821,1049001,"APR Asia Co., Ltd.",09242023,N45,2023-11-21,71035.65,P,2023-12-01,-68502.44,1933.22,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[45ed1cd3-4c80-4f28-8fa9-acd4ed38fecd] aptrxp.DT=[2023-12-01 12:21:14.623]
13822,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230060,N90,2023-11-21,14133.00,V,2023-11-21,14133.00,14133.00,,
13829,9135801,"C.H Robinson International, Inc.",6191685119,,2023-11-21,1399.12,V,2023-11-21,1399.12,1399.12,,
13820,9276701,FedEx,2-218-32496,,2023-11-22,361.25,V,2023-11-22,361.25,361.25,,
13823,1135801,"Chenpang Power Enterprise Co., Ltd. (CPEC)",V23091503,N30,2023-11-22,4203.84,V,2023-11-22,4203.84,4203.84,,
13823,1135801,"Chenpang Power Enterprise Co., Ltd. (CPEC)",V23091503,N30,2023-11-22,4203.84,P,2023-12-01,-4203.84,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[704acdc3-0225-4d9f-93be-98199330d653] aptrxp.DT=[2023-12-01 12:26:51.963]
13825,1780701,Seneca Rubber Technologies,7763605,N30,2023-11-22,559.60,V,2023-11-22,559.60,559.60,,
13840,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230059,N90,2023-11-22,164448.70,V,2023-11-22,164448.70,164448.70,,
13851,9135801,"C.H Robinson International, Inc.",6191764001,,2023-11-22,2451.00,V,2023-11-22,2451.00,2451.00,,
13852,9719501,"Pro QC International North America, Inc.",133747,,2023-11-22,787.00,V,2023-11-22,787.00,787.00,,
13830,9544201,Mai Tuo Singapore PTE LTD,MT-SE231110020,,2023-11-23,2340.00,V,2023-11-23,2340.00,2340.00,,
13853,9719501,"Pro QC International North America, Inc.",133748,,2023-11-23,787.00,V,2023-11-23,787.00,787.00,,
13841,9135801,"C.H Robinson International, Inc.",6191830233,,2023-11-24,2321.40,V,2023-11-24,2321.40,2321.40,,
13849,9719501,"Pro QC International North America, Inc.",133694,,2023-11-24,720.00,V,2023-11-24,720.00,720.00,,
13855,9135801,"C.H Robinson International, Inc.",6191830126,,2023-11-24,1006.64,V,2023-11-24,1006.64,1006.64,,
13831,9881301,UPS,00001533W5473,,2023-11-25,56.23,V,2023-11-25,56.23,56.23,,
13832,9135801,"C.H Robinson International, Inc.",6191822139,,2023-11-25,1773.37,V,2023-11-25,1773.37,1773.37,,
13827,9190901,Michelle Dougan,589369,,2023-11-26,720.00,V,2023-11-26,720.00,720.00,,
13827,9190901,Michelle Dougan,589369,,2023-11-26,720.00,P,2023-11-28,-720.00,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[1117d074-6604-4ecb-a620-a6b9e2e09f01] aptrxp.DT=[2023-11-27 17:05:53.763]
13828,9342902,John Hancock USA - 401K,401K 2023-11-29,,2023-11-27,2225.25,V,2023-11-27,2225.25,2225.25,,
13833,9135801,"C.H Robinson International, Inc.",6191864731,,2023-11-27,1722.05,V,2023-11-27,1722.05,1722.05,,
13839,9437401,Its Water Time LLC,35477105,,2023-11-27,29.48,V,2023-11-27,29.48,29.48,,
13842,9276701,FedEx,8-330-79991,,2023-11-28,20.00,V,2023-11-28,20.00,20.00,,
13844,1897801,Vatsalya Metal Industries,EXP-185,N60,2023-11-29,8756.48,V,2023-11-29,8756.48,8756.48,,
13847,9832802,Harris Co Tax Assessor - Collector,2023 TX Property Tax,,2023-11-30,6789.54,V,2023-11-30,6789.54,6789.54,,
13857,9549801,"MSI Viking Gage, LLC",3104656,,2023-11-30,204.50,V,2023-11-30,204.50,204.50,,
13858,9881301,UPS,1725427606,,2023-11-30,761.48,V,2023-11-30,761.48,761.48,,
13858,9881301,UPS,1725427606,,2023-11-30,761.48,P,2023-12-18,-761.48,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[997351c1-1d21-4a44-80c7-b586cf22dc28] aptrxp.DT=[2023-12-19 15:42:57.547]
13859,9719501,"Pro QC International North America, Inc.",133864,,2023-11-30,360.00,V,2023-11-30,360.00,360.00,,
13860,9437401,Its Water Time LLC,35477234,,2023-12-01,18.95,V,2023-12-01,18.95,18.95,,
13861,9135801,"C.H Robinson International, Inc.",6192114371,,2023-12-01,2208.50,V,2023-12-01,2208.50,2208.50,,
13862,9135801,"C.H Robinson International, Inc.",6192115131,,2023-12-01,1194.52,V,2023-12-01,1194.52,1194.52,,
13863,9282501,Financial Designs Business Advisors,20999,,2023-12-01,1250.00,V,2023-12-01,1250.00,1250.00,,
13879,9436201,ITG - Integrated Technology Group,30972,,2023-12-01,4749.60,V,2023-12-01,4749.60,4749.60,,
13879,9436201,ITG - Integrated Technology Group,30972,,2023-12-01,4749.60,P,2023-12-08,-4749.60,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[97984ae4-e311-49fd-8291-107a0a28298c] aptrxp.DT=[2023-12-08 13:23:42.020]
13896,9043801,Anthem Blue Cross Blue Shield,0202312502934,,2023-12-01,903.08,V,2023-12-01,903.08,903.08,,
13910,9818102,STORYWARE,3032,,2023-12-01,3000.00,V,2023-12-01,3000.00,3000.00,,
13912,9307402,Gentry Locke,321667/022,,2023-12-01,137.50,V,2023-12-01,137.50,137.50,,
13868,9881301,UPS,00001533W5483,,2023-12-02,70.48,V,2023-12-02,70.48,70.48,,
13864,9544201,Mai Tuo Singapore PTE LTD,SE231114028,,2023-12-04,2740.00,V,2023-12-04,2740.00,2740.00,,
13865,9544201,Mai Tuo Singapore PTE LTD,SE231123051,,2023-12-04,2340.00,V,2023-12-04,2340.00,2340.00,,
13866,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230064,N90,2023-12-04,1392.00,V,2023-12-04,1392.00,1392.00,,
13869,9517701,Sharp Electronics Corporation,9004622012,,2023-12-04,88.23,V,2023-12-04,88.23,88.23,,
13854,9342902,John Hancock USA - 401K,401K 2023-12-06,,2023-12-05,2176.01,V,2023-12-05,2176.01,2176.01,,
13867,9276701,FedEx,8-337-40527,,2023-12-05,69.52,V,2023-12-05,69.52,69.52,,
13870,9437401,Its Water Time LLC,35477307,,2023-12-05,29.48,V,2023-12-05,29.48,29.48,,
13871,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230057,N90,2023-12-05,48466.00,V,2023-12-05,48466.00,48466.00,,
13872,1049001,"APR Asia Co., Ltd.",09252023,N45,2023-12-06,45100.00,V,2023-12-06,45100.00,45100.00,,
13874,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230061,N90,2023-12-06,29139.89,V,2023-12-06,29139.89,29139.89,,
13875,1850001,"Anhui TongFeng Electronics Co., Ltd.",TF-230920/48,N80,2023-12-06,5428.38,V,2023-12-06,5428.38,5428.38,,
13875,1850001,"Anhui TongFeng Electronics Co., Ltd.",TF-230920/48,N80,2023-12-06,5428.38,P,2023-12-08,-5428.38,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[76d14e22-471f-40cd-938b-1ef403c0263c] aptrxp.DT=[2023-12-08 11:02:24.243]
13876,9276701,FedEx,2-222-40363,,2023-12-06,294.52,V,2023-12-06,294.52,294.52,,
13877,9545901,Marathon Petroleum Co. / WEX BANK,93763021,,2023-12-06,106.90,V,2023-12-06,106.90,106.90,,
13891,9719501,"Pro QC International North America, Inc.",134064,,2023-12-06,598.00,V,2023-12-06,598.00,598.00,,
13893,9353001,HealthEquity,d53f7rb,,2023-12-06,23.70,V,2023-12-06,23.70,23.70,,
13878,9500601,"First Choice Shredding, Inc",28907,,2023-12-07,40.00,V,2023-12-07,40.00,40.00,,
13878,9500601,"First Choice Shredding, Inc",28907,,2023-12-07,40.00,P,2023-12-08,-40.00,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[329b0982-53ab-4cfb-8438-af5aa8b06594] aptrxp.DT=[2023-12-08 13:23:42.103]
13884,1049001,"APR Asia Co., Ltd.",PO#39310-TOOL,,2023-12-07,2277.50,V,2023-12-07,2277.50,2277.50,,
14090,9307402,Gentry Locke,321977//022,,2023-12-07,2600.00,V,2023-12-07,2600.00,2600.00,,
13880,9292501,"Freedom Global Development Co.,LTD",FD23110146,,2023-12-08,2645.00,V,2023-12-08,2645.00,2645.00,,
13881,1049001,"APR Asia Co., Ltd.",632257,,2023-12-08,94600.00,V,2023-12-08,94600.00,94600.00,,
13881,1049001,"APR Asia Co., Ltd.",632257,,2023-12-08,94600.00,P,2023-12-22,-94600.00,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[0ee0c826-870c-4f46-b6ff-1d50c33cd18a] aptrxp.DT=[2023-12-22 09:21:04.770]
13886,1850001,"Anhui TongFeng Electronics Co., Ltd.",TF-231101/FD,N80,2023-12-08,2797.06,V,2023-12-08,2797.06,2797.06,,
13927,9188101,Dodson Brothers Ext. Co.,1-057301-1225 23,,2023-12-08,41.00,V,2023-12-08,41.00,41.00,,
13888,9135801,"C.H Robinson International, Inc.",6192606852,,2023-12-09,2231.60,V,2023-12-09,2231.60,2231.60,,
13889,9135801,"C.H Robinson International, Inc.",6192606563,,2023-12-09,360.00,V,2023-12-09,360.00,360.00,,
13890,9881301,UPS,00001533W5493,,2023-12-09,74.42,V,2023-12-09,74.42,74.42,,
13882,9486503,Ronald Kelleher,LOAN-2023-12,,2023-12-11,931.00,V,2023-12-11,931.00,931.00,,
13883,9342902,John Hancock USA - 401K,401K 2023-12-13,,2023-12-11,2200.63,V,2023-12-11,2200.63,2200.63,,
13887,1049001,"APR Asia Co., Ltd.",632258,,2023-12-11,207.15,V,2023-12-11,207.15,207.15,,
13892,1007401,Accurate Elastomer Products,IN122150,N30,2023-12-11,994.00,V,2023-12-11,994.00,994.00,,
13894,9135801,"C.H Robinson International, Inc.",6192733060,,2023-12-11,320.00,V,2023-12-11,320.00,320.00,,
13897,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230067,N90,2023-12-11,1300.00,V,2023-12-11,1300.00,1300.00,,
13895,9276701,FedEx,8-345-10605,,2023-12-12,35.90,V,2023-12-12,35.90,35.90,,
13898,1049001,"APR Asia Co., Ltd.",632250,N45,2023-12-12,2880.00,V,2023-12-12,2880.00,2880.00,,
13905,1810801,"Star Rubber & Plastics Co., Ltd",APR-20230068,N90,2023-12-12,4000.00,V,2023-12-12,4000.00,4000.00,,
13913,9307402,Gentry Locke,322350/018,,2023-12-12,4180.00,V,2023-12-12,4180.00,4180.00,,
13923,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20231112-TOOL,N45,2023-12-12,2622.00,V,2023-12-12,2622.00,2622.00,,
13924,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20231207-TOOL,N45,2023-12-12,72.79,V,2023-12-12,72.79,72.79,,
13899,9276701,FedEx,2-224-74998,,2023-12-13,471.78,V,2023-12-13,471.78,471.78,,
13900,9233001,"Hallwood Enterprises, Inc.",125321,,2023-12-13,3120.96,V,2023-12-13,3120.96,3120.96,,
13901,9233001,"Hallwood Enterprises, Inc.",125322,,2023-12-13,3007.01,V,2023-12-13,3007.01,3007.01,,
13902,9106101,Brame,7875693,,2023-12-13,2478.04,V,2023-12-13,2478.04,2478.04,,
13903,1338401,H.A. King Ltd.,65628,N30,2023-12-13,413.28,V,2023-12-13,413.28,413.28,,
13904,1966101,"Xuancheng Yinming Auto Parts Manufacturing Co., Ltd.",20231011,N45,2023-12-13,58127.98,V,2023-12-13,58127.98,58127.98,,
13909,9276703,FedEx Freight,6859157126,,2023-12-13,203.69,V,2023-12-13,203.69,203.69,,
13906,9135801,"C.H Robinson International, Inc.",6192882418,,2023-12-14,5239.00,V,2023-12-14,5239.00,5239.00,,
13907,9486501,Brian J. Kelleher,CHRISTMAS 2023,,2023-12-15,1400.00,V,2023-12-15,1400.00,1400.00,,
13908,9159501,Laura Craddock,CHRISTMAS 2023,,2023-12-15,100.00,V,2023-12-15,100.00,100.00,,
13908,9159501,Laura Craddock,CHRISTMAS 2023,,2023-12-15,100.00,P,2023-12-15,-100.00,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[1238bb3e-24d2-4ce5-8b7c-acd20eedebe5] aptrxp.DT=[2023-12-15 14:08:36.273]
13911,1966001,"XTO, Inc.",537256,N30,2023-12-15,450.00,V,2023-12-15,450.00,450.00,,
13916,9549703,The Mid-State Group,1269,,2023-12-15,993.75,V,2023-12-15,993.75,993.75,,
13931,9881302,US Customs and Border Protection,39243260PH,,2023-12-15,823.67,V,2023-12-15,823.67,823.67,,
13933,9881302,US Customs and Border Protection,46243200EH,,2023-12-15,209.85,V,2023-12-15,209.85,209.85,,
13934,9881302,US Customs and Border Protection,462433108G,,2023-12-15,363.92,V,2023-12-15,363.92,363.92,,
13935,9881302,US Customs and Border Protection,46243340D1,,2023-12-15,42.61,V,2023-12-15,42.61,42.61,,
13936,9881302,US Customs and Border Protection,53243250B9,,2023-12-15,9431.57,V,2023-12-15,9431.57,9431.57,,
13937,9881302,US Customs and Border Protection,5324331089,,2023-12-15,3603.86,V,2023-12-15,3603.86,3603.86,,
13937,9881302,US Customs and Border Protection,5324331089,,2023-12-15,3603.86,P,2023-12-22,-3603.86,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[a2269ab0-9528-4c6c-8584-14e31c57578a] aptrxp.DT=[2023-12-22 12:04:36.393]
13938,9881302,US Customs and Border Protection,53243400CH,,2023-12-15,10363.81,V,2023-12-15,10363.81,10363.81,,
13938,9881302,US Customs and Border Protection,53243400CH,,2023-12-15,10363.81,P,2023-12-22,-10363.81,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[148465b1-a64f-401b-b58b-9e7091c372d9] aptrxp.DT=[2023-12-22 12:04:36.393]
13939,9881302,US Customs and Border Protection,5524345073,,2023-12-15,506.17,V,2023-12-15,506.17,506.17,,
13939,9881302,US Customs and Border Protection,5524345073,,2023-12-15,506.17,P,2023-12-22,-506.17,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[6cc02e2b-8dab-4cf0-a452-9a2c52a46daa] aptrxp.DT=[2023-12-22 12:04:36.393]
13940,9881302,US Customs and Border Protection,1424334054,,2023-12-15,259.74,V,2023-12-15,259.74,259.74,,
13941,9881302,US Customs and Border Protection,142433504H,,2023-12-15,22500.34,V,2023-12-15,22500.34,22500.34,,
13941,9881302,US Customs and Border Protection,142433504H,,2023-12-15,22500.34,P,2023-12-22,-22500.34,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[735604c1-654e-4a07-bce4-a316583147e4] aptrxp.DT=[2023-12-22 12:04:36.393]
13942,9881302,US Customs and Border Protection,142434604H,,2023-12-15,11706.98,V,2023-12-15,11706.98,11706.98,,
13942,9881302,US Customs and Border Protection,142434604H,,2023-12-15,11706.98,P,2023-12-22,-11706.98,0.00,SLAptrxps,PBT=[aptrxp] aptrxp.ID=[c446bab5-210d-4fd7-8250-a99e0e833c16] aptrxp.DT=[2023-12-22 12:04:36.393]
13943,9881302,US Customs and Border Protection,MALLORY-12152023,,2023-12-15,12516.19,V,2023-12-15,12516.19,12516.19,,
13946,9881302,US Customs and Border Protection,17243310EI,,2023-12-15,558.02,V,2023-12-15,558.02,558.02,,
13917,9881301,UPS,00001533W5503,,2023-12-16,101.56,V,2023-12-16,101.56,101.56,,
13918,9135801,"C.H Robinson International, Inc.",6192992881,,2023-12-16,1158.62,V,2023-12-16,1158.62,1158.62,,
13915,1057301,"Atlantic Precision Resource, Inc.",4Q23,,2023-12-18,23600.00,V,2023-12-18,23600.00,23600.00,,
13915,1057301,"Atlantic Precision Resource, Inc.",4Q23,,2023-12-18,23600.00,P,2023-12-18,-23600.00,0.00,SLAPTRXPS,PBT=[aptrxp] aptrxp.ID=[de2978c3-03c6-421b-adbf-0aa2bb0f5fdd] aptrxp.DT=[2023-12-18 09:12:55.327]
13919,9437401,Its Water Time LLC,35477488,,2023-12-18,36.86,V,2023-12-18,36.86,36.86,,
13920,1075101,Badger Rubber Company,79063,N30,2023-12-18,555.00,V,2023-12-18,555.00,555.00,,
13921,1005602,Accurate Products,809170,N30,2023-12-18,253.00,V,2023-12-18,253.00,253.00,,
13922,1005602,Accurate Products,809175,N30,2023-12-18,518.00,V,2023-12-18,518.00,518.00,,
13925,9342902,John Hancock USA - 401K,401K 2023-12-20,,2023-12-19,2536.15,V,2023-12-19,2536.15,2536.15,,
13926,9276701,FedEx,8-352-27393,,2023-12-19,20.00,V,2023-12-19,20.00,20.00,,
13928,1488202,Kennwu Manufacturing Sdn. Bhd.,2010289,N45,2023-12-19,400.00,V,2023-12-19,400.00,400.00,,
13944,9549801,"MSI Viking Gage, LLC",3105126,,2023-12-19,135.00,V,2023-12-19,135.00,135.00,,
13929,9276701,FedEx,2-227-08479,,2023-12-20,75.56,V,2023-12-20,75.56,75.56,,
13930,9135801,"C.H Robinson International, Inc.",6193181937,,2023-12-20,2244.91,V,2023-12-20,2244.91,2244.91,,
13949,9276703,FedEx Freight,6859167733,,2023-12-20,270.26,V,2023-12-20,270.26,270.26,,
13952,1049001,"APR Asia Co., Ltd.",632256-8562,N45,2023-12-21,456.80,V,2023-12-21,456.80,456.80,,
13947,9544201,Mai Tuo Singapore PTE LTD,SE231128063,,2023-12-22,2740.00,V,2023-12-22,2740.00,2740.00,,
13948,9544201,Mai Tuo Singapore PTE LTD,SE231215037,,2023-12-22,2440.00,V,2023-12-22,2440.00,2440.00,,
13953,9719501,"Pro QC International North America, Inc.",134751,,2023-12-22,360.00,V,2023-12-22,360.00,360.00,,
13954,9881301,UPS,00001533W5513,,2023-12-23,203.62,V,2023-12-23,203.62,203.62,,
13955,9544201,Mai Tuo Singapore PTE LTD,SE231207020,,2023-12-25,2540.00,V,2023-12-25,2540.00,2540.00,,
13950,9342902,John Hancock USA - 401K,401K 2023-12-27,,2023-12-26,2808.43,V,2023-12-26,2808.43,2808.43,,
13956,9276701,FedEx,8-360-17008,,2023-12-26,20.00,V,2023-12-26,20.00,20.00,,
13957,9276701,FedEx,2-229-36775,,2023-12-27,499.48,V,2023-12-27,499.48,499.48,,
13961,9371901,Burwell Material Handling,WO10061738,,2023-12-27,244.21,V,2023-12-27,244.21,244.21,,
13951,9342902,John Hancock USA - 401K,401K 2023-12-29,,2023-12-28,9876.75,V,2023-12-28,9876.75,9876.75,,
13958,9544201,Mai Tuo Singapore PTE LTD,SE231215038,,2023-12-28,3040.00,V,2023-12-28,3040.00,3040.00,,
13959,9881301,UPS,00001533W5523,,2023-12-30,36.00,V,2023-12-30,36.00,36.00,,
13960,9735601,R & B Associates,12312023,,2023-12-31,550.00,V,2023-12-31,550.00,550.00,,
