company_id,month,account_id,target_amount,match_count,programs_found_in
cmmnwyofv000fqhp4z8lebbny,2026-03,10100,95680.49,0,
cmmnwyofv000fqhp4z8lebbny,2026-03,10150,62396.68,0,
cmmnwyofv000fqhp4z8lebbny,2026-03,10200,0,0,
cmmnwyofv000fqhp4z8lebbny,2026-03,10250,2502.84,0,
cmmnwyofv000fqhp4z8lebbny,2026-03,10400,204.78,0,
cmmnwyofv000fqhp4z8lebbny,2026-03,10450,4259.77,0,
