company_id,month,site,label,account_id,tx_count,month_movement_transdate,period_end_balance,duplicate_grouped_rows,duplicate_row_total
cmmnwyofv000fqhp4z8lebbny,2026-03,LYN,bs,10150,190,34781.59000000009,,0,0
cmmnwyofv000fqhp4z8lebbny,2026-03,LYN,is,50000,584,-1129836.8400000005,,0,0
