company_id,month,site,label,account_id,tx_count,month_movement_transdate,period_end_balance,duplicate_grouped_rows,duplicate_row_total
cmmnwyofv000fqhp4z8lebbny,2026-02,LYN,bs,10150,192,-8162.859999999973,,0,0
cmmnwyofv000fqhp4z8lebbny,2026-02,LYN,is,50000,601,-1086918.0500000007,,0,0
