cust,cust_name,inv_num,inv_date,due_date,currency,inv_amount,paid_total,balance,events
1456501,"",202303502,20231016 00:00:00.000,20240114 00:00:00.000,USD,916.80,0.00,916.80,1
1456501,"",202303651,20231030 00:00:00.000,20240128 00:00:00.000,USD,916.80,0.00,916.80,1
1456501,"",202303990,20231127 00:00:00.000,20240225 00:00:00.000,USD,916.80,0.00,916.80,1
1577102,"",202303985,20231127 00:00:00.000,20240225 00:00:00.000,USD,906.72,0.00,906.72,1
1577106,"",202303426,20231010 00:00:00.000,20240108 00:00:00.000,USD,894.60,0.00,894.60,1
1319905,"",202304361,20231214 00:00:00.000,20231229 00:00:00.000,USD,887.40,0.00,887.40,1
1577102,"",202304469,20231220 00:00:00.000,20240319 00:00:00.000,USD,871.20,0.00,871.20,1
1577118,"",202304445,20231219 00:00:00.000,20240318 00:00:00.000,USD,858.00,0.00,858.00,1
1738501,"",202303566,20231023 00:00:00.000,20240121 00:00:00.000,USD,857.17,0.00,857.17,1
1738501,"",202302940,20230831 00:00:00.000,20231129 00:00:00.000,USD,850.00,0.00,850.00,1
1822501,"",202304448,20231219 00:00:00.000,20240217 00:00:00.000,USD,835.00,0.00,835.00,1
1520801,"",202304407,20231218 00:00:00.000,20240302 00:00:00.000,USD,823.25,0.00,823.25,1
1567903,"",202304079,20231201 00:00:00.000,20231231 00:00:00.000,USD,820.80,0.00,820.80,1
1319904,"",202304224,20231208 00:00:00.000,20240107 00:00:00.000,USD,805.02,0.00,805.02,1
1275202,"",202304498,20231221 00:00:00.000,20240320 00:00:00.000,USD,800.00,0.00,800.00,1
1577112,"",202303731,20231103 00:00:00.000,20240201 00:00:00.000,USD,794.10,0.00,794.10,1
1456501,"",202303614,20231025 00:00:00.000,20240123 00:00:00.000,USD,792.00,0.00,792.00,1
1577102,"",202303296,20231002 00:00:00.000,20231231 00:00:00.000,USD,775.28,0.00,775.28,1
1577102,"",202304118,20231204 00:00:00.000,20240303 00:00:00.000,USD,775.28,0.00,775.28,1
1316101,"",202304364,20231215 00:00:00.000,20240114 00:00:00.000,USD,753.90,0.00,753.90,1
1577106,"",202303928,20231121 00:00:00.000,20240219 00:00:00.000,USD,752.00,0.00,752.00,1
1714901,"",202303840,20231110 00:00:00.000,20240109 00:00:00.000,USD,750.00,0.00,750.00,1
1127701,"",202303894,20231117 00:00:00.000,20231217 00:00:00.000,USD,750.00,0.00,750.00,1
1714901,"",202304123,20231204 00:00:00.000,20240202 00:00:00.000,USD,750.00,0.00,750.00,1
1456501,"",202303534,20231020 00:00:00.000,20240118 00:00:00.000,USD,742.50,0.00,742.50,1
1820701,"",202303823,20231108 00:00:00.000,20231223 00:00:00.000,USD,737.00,0.00,737.00,1
1577118,"",202303929,20231121 00:00:00.000,20240219 00:00:00.000,USD,731.88,0.00,731.88,1
1577118,"",202304440,20231219 00:00:00.000,20240318 00:00:00.000,USD,731.88,0.00,731.88,1
1456501,"",202303918,20231120 00:00:00.000,20240218 00:00:00.000,USD,729.20,0.00,729.20,1
1456501,"",202304113,20231204 00:00:00.000,20240303 00:00:00.000,USD,729.20,0.00,729.20,1
1516101,"",202304317,20231213 00:00:00.000,20240127 00:00:00.000,USD,725.04,0.00,725.04,1
1822501,"",202303923,20231120 00:00:00.000,20240119 00:00:00.000,USD,721.90,0.00,721.90,1
1456501,"",202304321,20231213 00:00:00.000,20240312 00:00:00.000,USD,713.60,0.00,713.60,1
1456501,"",202304468,20231220 00:00:00.000,20240319 00:00:00.000,USD,713.60,0.00,713.60,1
1822501,"",202303676,20231031 00:00:00.000,20231230 00:00:00.000,USD,712.80,0.00,712.80,1
1034704,"",202304315,20231213 00:00:00.000,20240226 00:00:00.000,USD,685.60,0.00,685.60,1
1319905,"",202304432,20231218 00:00:00.000,20240102 00:00:00.000,USD,685.20,0.00,685.20,1
1456501,"",202304447,20231219 00:00:00.000,20240318 00:00:00.000,USD,680.00,0.00,680.00,1
1034704,"",202303517,20231018 00:00:00.000,20240101 00:00:00.000,USD,674.66,0.00,674.66,1
1456501,"",202303117,20230918 00:00:00.000,20231217 00:00:00.000,USD,672.25,0.00,672.25,1
1036711,"",202303303,20231002 00:00:00.000,20231101 00:00:00.000,USD,670.15,0.00,670.15,1
1036711,"",202303652,20231030 00:00:00.000,20231129 00:00:00.000,USD,670.15,0.00,670.15,1
1738501,"",202303092,20230915 00:00:00.000,20231214 00:00:00.000,USD,667.50,0.00,667.50,1
1738501,"",202303994,20231127 00:00:00.000,20240225 00:00:00.000,USD,667.50,0.00,667.50,1
1319903,"",202304125,20231204 00:00:00.000,20231219 00:00:00.000,USD,667.20,0.00,667.20,1
1319903,"",202304255,20231211 00:00:00.000,20231226 00:00:00.000,USD,667.20,0.00,667.20,1
1319905,"",202304267,20231211 00:00:00.000,20231226 00:00:00.000,USD,667.20,0.00,667.20,1
1319905,"",202304415,20231218 00:00:00.000,20240102 00:00:00.000,USD,667.20,0.00,667.20,1
1319905,"",202304478,20231220 00:00:00.000,20240104 00:00:00.000,USD,667.20,0.00,667.20,1
1577106,"",202303925,20231121 00:00:00.000,20240219 00:00:00.000,USD,663.50,0.00,663.50,1
1520801,"",202304041,20231129 00:00:00.000,20240212 00:00:00.000,USD,658.60,0.00,658.60,1
1034704,"",202304037,20231129 00:00:00.000,20240212 00:00:00.000,USD,658.32,0.00,658.32,1
1319905,"",202304381,20231215 00:00:00.000,20231230 00:00:00.000,USD,656.10,0.00,656.10,1
1577102,"",202303297,20231002 00:00:00.000,20231231 00:00:00.000,USD,655.27,0.00,655.27,1
1577102,"",202303507,20231016 00:00:00.000,20240114 00:00:00.000,USD,655.27,0.00,655.27,1
1852806,"",202303567,20231023 00:00:00.000,20231222 00:00:00.000,USD,655.20,0.00,655.20,1
1577102,"",202303380,20231005 00:00:00.000,20240103 00:00:00.000,USD,642.40,0.00,642.40,1
1275201,"",202303038,20230911 00:00:00.000,20231210 00:00:00.000,USD,640.20,0.00,640.20,1
1275203,"",202303500,20231016 00:00:00.000,20240114 00:00:00.000,USD,640.20,0.00,640.20,1
1319905,"",202304353,20231214 00:00:00.000,20231229 00:00:00.000,USD,637.56,0.00,637.56,1
1319905,"",202304458,20231219 00:00:00.000,20240103 00:00:00.000,USD,637.56,0.00,637.56,1
1456501,"",202303116,20230918 00:00:00.000,20231217 00:00:00.000,USD,634.20,0.00,634.20,1
1456501,"",202303128,20230918 00:00:00.000,20231217 00:00:00.000,USD,634.20,0.00,634.20,1
1456501,"",202303167,20230920 00:00:00.000,20231219 00:00:00.000,USD,634.20,0.00,634.20,1
1520804,"",202304102,20231204 00:00:00.000,20240202 00:00:00.000,USD,631.50,0.00,631.50,1
1520804,"",202304103,20231204 00:00:00.000,20240202 00:00:00.000,USD,630.60,0.00,630.60,1
1520804,"",202304249,20231211 00:00:00.000,20240209 00:00:00.000,USD,630.60,0.00,630.60,1
1520801,"",202304406,20231218 00:00:00.000,20240302 00:00:00.000,USD,630.60,0.00,630.60,1
1319905,"",202304355,20231214 00:00:00.000,20231229 00:00:00.000,USD,628.05,0.00,628.05,1
1034704,"",202303961,20231122 00:00:00.000,20240205 00:00:00.000,USD,627.95,0.00,627.95,1
1034704,"",202304316,20231213 00:00:00.000,20240226 00:00:00.000,USD,627.95,0.00,627.95,1
1456501,"",202304330,20231214 00:00:00.000,20240313 00:00:00.000,USD,624.84,0.00,624.84,1
1669601,"",202303564,20231023 00:00:00.000,20240121 00:00:00.000,USD,623.90,0.00,623.90,1
1669601,"",202303992,20231127 00:00:00.000,20240225 00:00:00.000,USD,623.90,0.00,623.90,1
1338501,"",202303636,20231026 00:00:00.000,20231225 00:00:00.000,USD,616.00,0.00,616.00,1
1319905,"",202304384,20231215 00:00:00.000,20231230 00:00:00.000,USD,614.16,0.00,614.16,1
1275204,"",202303561,20231023 00:00:00.000,20240121 00:00:00.000,USD,612.90,0.00,612.90,1
1275201,"",202304217,20231208 00:00:00.000,20240307 00:00:00.000,USD,611.80,0.00,611.80,1
1738502,"",202304294,20231212 00:00:00.000,20240311 00:00:00.000,USD,611.80,0.00,611.80,1
1275202,"",202302964,20230905 00:00:00.000,20231204 00:00:00.000,USD,608.00,0.00,608.00,1
1456501,"",202303452,20231011 00:00:00.000,20240109 00:00:00.000,USD,608.00,0.00,608.00,1
1275203,"",202303779,20231106 00:00:00.000,20240204 00:00:00.000,USD,608.00,0.00,608.00,1
1577102,"",202303855,20231113 00:00:00.000,20240211 00:00:00.000,USD,604.48,0.00,604.48,1
1577117,"",202304410,20231218 00:00:00.000,20240317 00:00:00.000,USD,604.48,0.00,604.48,1
1577106,"",202303589,20231024 00:00:00.000,20240122 00:00:00.000,USD,596.40,0.00,596.40,1
1577102,"",202303739,20231103 00:00:00.000,20240201 00:00:00.000,USD,596.40,0.00,596.40,1
1577118,"",202303859,20231114 00:00:00.000,20240212 00:00:00.000,USD,596.40,0.00,596.40,1
1577102,"",202303908,20231120 00:00:00.000,20240218 00:00:00.000,USD,596.40,0.00,596.40,1
1577102,"",202304117,20231204 00:00:00.000,20240303 00:00:00.000,USD,596.40,0.00,596.40,1
1456501,"",202303050,20230912 00:00:00.000,20231211 00:00:00.000,USD,593.00,0.00,593.00,1
1456501,"",202303505,20231016 00:00:00.000,20240114 00:00:00.000,USD,593.00,0.00,593.00,1
1456501,"",202303991,20231127 00:00:00.000,20240225 00:00:00.000,USD,593.00,0.00,593.00,1
1275203,"",202304052,20231130 00:00:00.000,20240228 00:00:00.000,USD,593.00,0.00,593.00,1
1577118,"",202304444,20231219 00:00:00.000,20240318 00:00:00.000,USD,588.80,0.00,588.80,1
1319905,"",202304248,20231209 00:00:00.000,20231224 00:00:00.000,USD,576.11,0.00,576.11,1
1034704,"",202303824,20231108 00:00:00.000,20240122 00:00:00.000,USD,571.50,0.00,571.50,1
1034704,"",202304170,20231206 00:00:00.000,20240219 00:00:00.000,USD,571.50,0.00,571.50,1
1520801,"",202304402,20231218 00:00:00.000,20240302 00:00:00.000,USD,566.50,0.00,566.50,1
1577102,"",202304119,20231204 00:00:00.000,20240303 00:00:00.000,USD,565.65,0.00,565.65,1
1319905,"",202304212,20231207 00:00:00.000,20231222 00:00:00.000,USD,563.40,0.00,563.40,1
1319905,"",202304360,20231214 00:00:00.000,20231229 00:00:00.000,USD,563.40,0.00,563.40,1
1034704,"",202303960,20231122 00:00:00.000,20240205 00:00:00.000,USD,562.50,0.00,562.50,1
1520801,"",202304403,20231218 00:00:00.000,20240302 00:00:00.000,USD,558.60,0.00,558.60,1
1669601,"",202303920,20231120 00:00:00.000,20240218 00:00:00.000,USD,554.40,0.00,554.40,1
1520801,"",202304040,20231129 00:00:00.000,20240212 00:00:00.000,USD,554.08,0.00,554.08,1
1520801,"",202304318,20231213 00:00:00.000,20240226 00:00:00.000,USD,554.08,0.00,554.08,1
1456501,"",202303115,20230918 00:00:00.000,20231217 00:00:00.000,USD,549.61,0.00,549.61,1
1034704,"",202303825,20231108 00:00:00.000,20240122 00:00:00.000,USD,549.20,0.00,549.20,1
1034704,"",202304392,20231218 00:00:00.000,20240302 00:00:00.000,USD,549.20,0.00,549.20,1
1034704,"",202303959,20231122 00:00:00.000,20240205 00:00:00.000,USD,538.26,0.00,538.26,1
1034704,"",202304393,20231218 00:00:00.000,20240302 00:00:00.000,USD,538.26,0.00,538.26,1
1034704,"",202303868,20231115 00:00:00.000,20240129 00:00:00.000,USD,538.20,0.00,538.20,1
1520804,"",202304104,20231204 00:00:00.000,20240202 00:00:00.000,USD,537.00,0.00,537.00,1
1822501,"",202303921,20231120 00:00:00.000,20240119 00:00:00.000,USD,535.20,0.00,535.20,1
1034704,"",202303516,20231018 00:00:00.000,20240101 00:00:00.000,USD,521.40,0.00,521.40,1
1034704,"",202303610,20231025 00:00:00.000,20240108 00:00:00.000,USD,521.40,0.00,521.40,1
1034704,"",202303826,20231108 00:00:00.000,20240122 00:00:00.000,USD,521.40,0.00,521.40,1
1577102,"",202304116,20231204 00:00:00.000,20240303 00:00:00.000,USD,520.00,0.00,520.00,1
1319905,"",202304359,20231214 00:00:00.000,20231229 00:00:00.000,USD,509.60,0.00,509.60,1
1275203,"",202303501,20231016 00:00:00.000,20240114 00:00:00.000,USD,509.00,0.00,509.00,1
1520802,"",202304218,20231208 00:00:00.000,20240221 00:00:00.000,USD,503.70,0.00,503.70,1
1839205,"",202303885,20231117 00:00:00.000,20231217 00:00:00.000,USD,500.00,0.00,500.00,1
1928301,"",202303861,20231114 00:00:00.000,20240113 00:00:00.000,USD,499.40,0.00,499.40,1
1283301,"",202303997,20231127 00:00:00.000,20231227 00:00:00.000,USD,499.24,0.00,499.24,1
1805902,"",202303841,20231110 00:00:00.000,20231225 00:00:00.000,USD,497.50,0.00,497.50,1
1319905,"",202304424,20231218 00:00:00.000,20240102 00:00:00.000,USD,491.92,0.00,491.92,1
1319905,"",202304200,20231207 00:00:00.000,20231222 00:00:00.000,USD,489.78,0.00,489.78,1
1319905,"",202304453,20231219 00:00:00.000,20240103 00:00:00.000,USD,489.78,0.00,489.78,1
1577118,"",202303800,20231107 00:00:00.000,20240205 00:00:00.000,USD,487.92,0.00,487.92,1
1587702,"",202304470,20231220 00:00:00.000,20240119 00:00:00.000,USD,480.00,0.00,480.00,1
1319905,"",202304302,20231212 00:00:00.000,20231227 00:00:00.000,USD,474.44,0.00,474.44,1
1319905,"",202304418,20231218 00:00:00.000,20240102 00:00:00.000,USD,474.44,0.00,474.44,1
1577106,"",202304289,20231212 00:00:00.000,20240311 00:00:00.000,USD,471.40,0.00,471.40,1
1577106,"",202304437,20231219 00:00:00.000,20240318 00:00:00.000,USD,471.40,0.00,471.40,1
1577102,"",202303914,20231120 00:00:00.000,20240218 00:00:00.000,USD,470.75,0.00,470.75,1
1319905,"",202304419,20231218 00:00:00.000,20240102 00:00:00.000,USD,464.13,0.00,464.13,1
1577118,"",202303802,20231107 00:00:00.000,20240205 00:00:00.000,USD,452.50,0.00,452.50,1
1577118,"",202304518,20231222 00:00:00.000,20240321 00:00:00.000,USD,450.00,0.00,450.00,1
1319905,"",202304523,20231228 00:00:00.000,20240112 00:00:00.000,USD,442.68,0.00,442.68,1
1319905,"",202304526,20231229 00:00:00.000,20240113 00:00:00.000,USD,442.68,0.00,442.68,1
1520802,"",202304078,20231201 00:00:00.000,20240214 00:00:00.000,USD,436.20,0.00,436.20,1
1034704,"",202303449,20231011 00:00:00.000,20231225 00:00:00.000,USD,434.50,0.00,434.50,1
1577118,"",202303241,20230926 00:00:00.000,20231225 00:00:00.000,USD,429.00,0.00,429.00,1
1319905,"",202304386,20231215 00:00:00.000,20231230 00:00:00.000,USD,428.20,0.00,428.20,1
1319905,"",202304461,20231219 00:00:00.000,20240103 00:00:00.000,USD,421.82,0.00,421.82,1
1319905,"",202304203,20231207 00:00:00.000,20231222 00:00:00.000,USD,420.00,0.00,420.00,1
1319905,"",202304275,20231211 00:00:00.000,20231226 00:00:00.000,USD,420.00,0.00,420.00,1
1319905,"",202304328,20231213 00:00:00.000,20231228 00:00:00.000,USD,419.04,0.00,419.04,1
1275204,"",202303560,20231023 00:00:00.000,20240121 00:00:00.000,USD,408.60,0.00,408.60,1
1275204,"",202303649,20231030 00:00:00.000,20240128 00:00:00.000,USD,408.60,0.00,408.60,1
1319905,"",202304300,20231212 00:00:00.000,20231227 00:00:00.000,USD,403.14,0.00,403.14,1
1319903,"",202304124,20231204 00:00:00.000,20231219 00:00:00.000,USD,393.40,0.00,393.40,1
1319905,"",202304202,20231207 00:00:00.000,20231222 00:00:00.000,USD,393.40,0.00,393.40,1
1319905,"",202304273,20231211 00:00:00.000,20231226 00:00:00.000,USD,393.40,0.00,393.40,1
1319905,"",202304304,20231212 00:00:00.000,20231227 00:00:00.000,USD,393.40,0.00,393.40,1
1319905,"",202304348,20231214 00:00:00.000,20231229 00:00:00.000,USD,393.40,0.00,393.40,1
1319905,"",202304378,20231215 00:00:00.000,20231230 00:00:00.000,USD,393.40,0.00,393.40,1
1319905,"",202304421,20231218 00:00:00.000,20240102 00:00:00.000,USD,393.40,0.00,393.40,1
1319905,"",202304483,20231220 00:00:00.000,20240104 00:00:00.000,USD,393.40,0.00,393.40,1
1577102,"",202303916,20231120 00:00:00.000,20240218 00:00:00.000,USD,376.00,0.00,376.00,1
1822501,"",202304365,20231215 00:00:00.000,20240213 00:00:00.000,USD,373.00,0.00,373.00,1
1319905,"",202304210,20231207 00:00:00.000,20231222 00:00:00.000,USD,370.95,0.00,370.95,1
1319905,"",202304500,20231221 00:00:00.000,20240105 00:00:00.000,USD,369.07,0.00,369.07,1
1319905,"",202304237,20231208 00:00:00.000,20231223 00:00:00.000,USD,367.45,0.00,367.45,1
1319905,"",202304270,20231211 00:00:00.000,20231226 00:00:00.000,USD,367.45,0.00,367.45,1
1319905,"",202304301,20231212 00:00:00.000,20231227 00:00:00.000,USD,367.45,0.00,367.45,1
1319905,"",202304342,20231214 00:00:00.000,20231229 00:00:00.000,USD,367.45,0.00,367.45,1
1319905,"",202304375,20231215 00:00:00.000,20231230 00:00:00.000,USD,367.45,0.00,367.45,1
1319905,"",202304452,20231219 00:00:00.000,20240103 00:00:00.000,USD,367.45,0.00,367.45,1
1275204,"",202303242,20230926 00:00:00.000,20231225 00:00:00.000,USD,364.80,0.00,364.80,1
1456501,"",202303213,20230925 00:00:00.000,20231224 00:00:00.000,USD,360.00,0.00,360.00,1
1319905,"",202304298,20231212 00:00:00.000,20231227 00:00:00.000,USD,359.20,0.00,359.20,1
1319905,"",202304340,20231214 00:00:00.000,20231229 00:00:00.000,USD,350.75,0.00,350.75,1
1319905,"",202304510,20231221 00:00:00.000,20240105 00:00:00.000,USD,342.60,0.00,342.60,1
1034704,"",202303692,20231101 00:00:00.000,20240115 00:00:00.000,USD,329.16,0.00,329.16,1
1319905,"",202304524,20231228 00:00:00.000,20240112 00:00:00.000,USD,327.68,0.00,327.68,1
1319905,"",202304430,20231218 00:00:00.000,20240102 00:00:00.000,USD,324.10,0.00,324.10,1
1319905,"",202304327,20231213 00:00:00.000,20231228 00:00:00.000,USD,322.39,0.00,322.39,1
1319905,"",202304265,20231211 00:00:00.000,20231226 00:00:00.000,USD,318.90,0.00,318.90,1
1319905,"",202304326,20231213 00:00:00.000,20231228 00:00:00.000,USD,317.94,0.00,317.94,1
1319905,"",202304376,20231215 00:00:00.000,20231230 00:00:00.000,USD,317.94,0.00,317.94,1
1319905,"",202304481,20231220 00:00:00.000,20240104 00:00:00.000,USD,317.94,0.00,317.94,1
1319905,"",202304504,20231221 00:00:00.000,20240105 00:00:00.000,USD,317.94,0.00,317.94,1
1319903,"",202304257,20231211 00:00:00.000,20231226 00:00:00.000,USD,317.80,0.00,317.80,1
1034704,"",202303446,20231011 00:00:00.000,20231225 00:00:00.000,USD,313.98,0.00,313.98,1
1034704,"",202303608,20231025 00:00:00.000,20240108 00:00:00.000,USD,313.98,0.00,313.98,1
1577115,"",202303243,20230926 00:00:00.000,20231225 00:00:00.000,USD,313.50,0.00,313.50,1
1456501,"",202303962,20231122 00:00:00.000,20240220 00:00:00.000,USD,307.05,0.00,307.05,1
1577118,"",202304517,20231222 00:00:00.000,20240321 00:00:00.000,USD,300.00,0.00,300.00,1
1319905,"",202304279,20231211 00:00:00.000,20231226 00:00:00.000,USD,296.56,0.00,296.56,1
1319905,"",202304385,20231215 00:00:00.000,20231230 00:00:00.000,USD,296.56,0.00,296.56,1
1319905,"",202304213,20231207 00:00:00.000,20231222 00:00:00.000,USD,295.80,0.00,295.80,1
1319905,"",202304244,20231208 00:00:00.000,20231223 00:00:00.000,USD,295.80,0.00,295.80,1
1319905,"",202304283,20231211 00:00:00.000,20231226 00:00:00.000,USD,295.80,0.00,295.80,1
1319905,"",202304431,20231218 00:00:00.000,20240102 00:00:00.000,USD,295.80,0.00,295.80,1
1319905,"",202304463,20231219 00:00:00.000,20240103 00:00:00.000,USD,295.80,0.00,295.80,1
1319905,"",202304492,20231220 00:00:00.000,20240104 00:00:00.000,USD,295.80,0.00,295.80,1
1319905,"",202304509,20231221 00:00:00.000,20240105 00:00:00.000,USD,295.80,0.00,295.80,1
1577118,"",202303381,20231005 00:00:00.000,20240103 00:00:00.000,USD,294.40,0.00,294.40,1
1577102,"",202304120,20231204 00:00:00.000,20240303 00:00:00.000,USD,290.40,0.00,290.40,1
1577102,"",202304409,20231218 00:00:00.000,20240317 00:00:00.000,USD,290.40,0.00,290.40,1
1319905,"",202304245,20231208 00:00:00.000,20231223 00:00:00.000,USD,290.24,0.00,290.24,1
1319905,"",202304311,20231212 00:00:00.000,20231227 00:00:00.000,USD,290.24,0.00,290.24,1
1577117,"",202303535,20231020 00:00:00.000,20240118 00:00:00.000,USD,290.00,0.00,290.00,1
1034704,"",202303609,20231025 00:00:00.000,20240108 00:00:00.000,USD,274.60,0.00,274.60,1
1456501,"",202303040,20230911 00:00:00.000,20231210 00:00:00.000,USD,272.80,0.00,272.80,1
1319905,"",202304268,20231211 00:00:00.000,20231226 00:00:00.000,USD,269.40,0.00,269.40,1
1319905,"",202304338,20231214 00:00:00.000,20231229 00:00:00.000,USD,269.40,0.00,269.40,1
1034704,"",202303447,20231011 00:00:00.000,20231225 00:00:00.000,USD,269.13,0.00,269.13,1
1034704,"",202303613,20231025 00:00:00.000,20240108 00:00:00.000,USD,269.13,0.00,269.13,1
1319905,"",202304204,20231207 00:00:00.000,20231222 00:00:00.000,USD,259.36,0.00,259.36,1
1319905,"",202304239,20231208 00:00:00.000,20231223 00:00:00.000,USD,259.36,0.00,259.36,1
1319905,"",202304349,20231214 00:00:00.000,20231229 00:00:00.000,USD,259.36,0.00,259.36,1
1319905,"",202304380,20231215 00:00:00.000,20231230 00:00:00.000,USD,259.36,0.00,259.36,1
1319905,"",202304484,20231220 00:00:00.000,20240104 00:00:00.000,USD,259.36,0.00,259.36,1
1319905,"",202304281,20231211 00:00:00.000,20231226 00:00:00.000,USD,255.60,0.00,255.60,1
1319905,"",202304233,20231208 00:00:00.000,20231223 00:00:00.000,USD,251.70,0.00,251.70,1
1319905,"",202304414,20231218 00:00:00.000,20240102 00:00:00.000,USD,251.70,0.00,251.70,1
1577102,"",202304258,20231211 00:00:00.000,20240310 00:00:00.000,USD,243.96,0.00,243.96,1
1577102,"",202304285,20231212 00:00:00.000,20240311 00:00:00.000,USD,243.96,0.00,243.96,1
1577106,"",202304439,20231219 00:00:00.000,20240318 00:00:00.000,USD,243.96,0.00,243.96,1
1275204,"",202303674,20231031 00:00:00.000,20240129 00:00:00.000,USD,243.20,0.00,243.20,1
1275204,"",202303935,20231121 00:00:00.000,20240219 00:00:00.000,USD,243.20,0.00,243.20,1
1319905,"",202304379,20231215 00:00:00.000,20231230 00:00:00.000,USD,242.28,0.00,242.28,1
1319905,"",202304236,20231208 00:00:00.000,20231223 00:00:00.000,USD,241.60,0.00,241.60,1
1319905,"",202304341,20231214 00:00:00.000,20231229 00:00:00.000,USD,241.60,0.00,241.60,1
1520802,"",202304331,20231214 00:00:00.000,20240227 00:00:00.000,USD,236.88,0.00,236.88,1
1319905,"",202304350,20231214 00:00:00.000,20231229 00:00:00.000,USD,226.80,0.00,226.80,1
1319905,"",202304309,20231212 00:00:00.000,20231227 00:00:00.000,USD,226.10,0.00,226.10,1
1319905,"",202304387,20231216 00:00:00.000,20231231 00:00:00.000,USD,226.10,0.00,226.10,1
1129701,"",202303832,20231109 00:00:00.000,20240108 00:00:00.000,USD,225.70,0.00,225.70,1
1319905,"",202304193,20231207 00:00:00.000,20231222 00:00:00.000,USD,199.40,0.00,199.40,1
1319905,"",202304230,20231208 00:00:00.000,20231223 00:00:00.000,USD,199.40,0.00,199.40,1
1319905,"",202304263,20231211 00:00:00.000,20231226 00:00:00.000,USD,199.40,0.00,199.40,1
1319905,"",202304332,20231214 00:00:00.000,20231229 00:00:00.000,USD,199.40,0.00,199.40,1
1319905,"",202304369,20231215 00:00:00.000,20231230 00:00:00.000,USD,199.40,0.00,199.40,1
1319905,"",202304449,20231219 00:00:00.000,20240103 00:00:00.000,USD,199.40,0.00,199.40,1
1319905,"",202304475,20231220 00:00:00.000,20240104 00:00:00.000,USD,199.40,0.00,199.40,1
1319905,"",202304235,20231208 00:00:00.000,20231223 00:00:00.000,USD,198.62,0.00,198.62,1
1319905,"",202304422,20231218 00:00:00.000,20240102 00:00:00.000,USD,198.58,0.00,198.58,1
1319905,"",202304313,20231212 00:00:00.000,20231227 00:00:00.000,USD,192.04,0.00,192.04,1
1319905,"",202304362,20231214 00:00:00.000,20231229 00:00:00.000,USD,192.04,0.00,192.04,1
1319905,"",202304465,20231219 00:00:00.000,20240103 00:00:00.000,USD,192.04,0.00,192.04,1
1319905,"",202304494,20231220 00:00:00.000,20240104 00:00:00.000,USD,192.04,0.00,192.04,1
1034704,"",202303448,20231011 00:00:00.000,20231225 00:00:00.000,USD,190.50,0.00,190.50,1
1034704,"",202303515,20231018 00:00:00.000,20240101 00:00:00.000,USD,190.50,0.00,190.50,1
1129701,"",202303831,20231109 00:00:00.000,20240108 00:00:00.000,USD,188.50,0.00,188.50,1
1129701,"",202303834,20231109 00:00:00.000,20240108 00:00:00.000,USD,187.55,0.00,187.55,1
1034704,"",202303514,20231018 00:00:00.000,20240101 00:00:00.000,USD,187.50,0.00,187.50,1
1034704,"",202303693,20231101 00:00:00.000,20240115 00:00:00.000,USD,187.50,0.00,187.50,1
1319905,"",202304502,20231221 00:00:00.000,20240105 00:00:00.000,USD,183.73,0.00,183.73,1
1319905,"",202304373,20231215 00:00:00.000,20231230 00:00:00.000,USD,179.60,0.00,179.60,1
1129701,"",202303830,20231109 00:00:00.000,20240108 00:00:00.000,USD,174.30,0.00,174.30,1
1319905,"",202304334,20231214 00:00:00.000,20231229 00:00:00.000,USD,171.75,0.00,171.75,1
1319905,"",202304450,20231219 00:00:00.000,20240103 00:00:00.000,USD,171.75,0.00,171.75,1
1520802,"",202303968,20231122 00:00:00.000,20240205 00:00:00.000,USD,1015.68,846.40,169.28,1
1319905,"",202304372,20231215 00:00:00.000,20231230 00:00:00.000,USD,167.80,0.00,167.80,1
1319905,"",202304274,20231211 00:00:00.000,20231226 00:00:00.000,USD,167.62,0.00,167.62,1
1319905,"",202304271,20231211 00:00:00.000,20231226 00:00:00.000,USD,161.20,0.00,161.20,1
1319905,"",202304346,20231214 00:00:00.000,20231229 00:00:00.000,USD,161.20,0.00,161.20,1
1319903,"",202304127,20231204 00:00:00.000,20231219 00:00:00.000,USD,158.90,0.00,158.90,1
1129701,"",202303837,20231109 00:00:00.000,20240108 00:00:00.000,USD,156.75,0.00,156.75,1
1319905,"",202304231,20231208 00:00:00.000,20231223 00:00:00.000,USD,149.10,0.00,149.10,1
1319905,"",202304370,20231215 00:00:00.000,20231230 00:00:00.000,USD,149.10,0.00,149.10,1
1319905,"",202304429,20231218 00:00:00.000,20240102 00:00:00.000,USD,147.05,0.00,147.05,1
1129701,"",202303833,20231109 00:00:00.000,20240108 00:00:00.000,USD,145.50,0.00,145.50,1
1319905,"",202304216,20231207 00:00:00.000,20231222 00:00:00.000,USD,145.12,0.00,145.12,1
1129701,"",202303836,20231109 00:00:00.000,20240108 00:00:00.000,USD,138.40,0.00,138.40,1
1034704,"",202303445,20231011 00:00:00.000,20231225 00:00:00.000,USD,134.55,0.00,134.55,1
1034704,"",202303612,20231025 00:00:00.000,20240108 00:00:00.000,USD,134.55,0.00,134.55,1
1319905,"",202304229,20231208 00:00:00.000,20231223 00:00:00.000,USD,134.50,0.00,134.50,1
1319905,"",202304262,20231211 00:00:00.000,20231226 00:00:00.000,USD,134.50,0.00,134.50,1
1319905,"",202304325,20231213 00:00:00.000,20231228 00:00:00.000,USD,134.50,0.00,134.50,1
